,Non_Default_Avg,Default_Avg,Difference
person_age,27.802298487421506,27.475169300225733,-0.3271291871957729
person_income,70597.35906954702,49093.10045146727,-21504.25861807975
person_emp_length,4.942616800284349,4.114136568848759,-0.8284802314355906
loan_amnt,9239.335926701156,10854.073786681716,1614.7378599805597
loan_int_rate,10.492466727222464,12.87945400677201,2.3869872795495457
loan_percent_income,0.14880296986690889,0.24685806997742665,0.09805510011051777
cb_person_cred_hist_length,5.846491054855654,5.6851015801354405,-0.16138947472021314
